Date,T10Y3M,Open,High,Low,Close,Adj Close,Volume
2002-09-06,2.39,,,,,,
2002-09-09,2.36,,,,,,
2002-09-10,2.32,,,,,,
2002-09-11,2.38,,,,,,
2002-09-12,2.29,,,,,,
2002-09-13,2.23,15.2,15.4,15.1,15.4,4.983979,16600.0
2002-09-16,2.19,15.35,15.45,15.31,15.35,4.967798,22100.0
2002-09-17,2.17,15.36,15.6,15.28,15.33,4.961327,57500.0
2002-09-18,2.18,15.32,15.42,15.25,15.31,4.954855,33400.0
2002-09-19,2.14,15.33,15.59,15.33,15.36,4.971035,64800.0
